Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
5429 32nd Av Nw,Wires Down,05/13/2014 06:16:00 PM +0000,47.66785,-122.398315,"(47.66785, -122.398315)",F140048110
6th Av N / Roy St,Wires Down,05/12/2014 05:24:00 PM +0000,47.625413,-122.344954,"(47.625413, -122.344954)",F140047711
WHITMAN PL N / AURORA AV N,Wires Down,05/07/2014 01:00:00 AM +0000,47.672425,-122.34713,"(47.672425, -122.34713)",F140045567
1330 California Av Sw,Wires Down,05/04/2014 06:19:00 AM +0000,47.591712,-122.386152,"(47.591712, -122.386152)",F140044480
3310 20th Av S,Wires Down,05/01/2014 10:01:00 PM +0000,47.574215,-122.306064,"(47.574215, -122.306064)",F140043450
209 Bell St,Wires Down,04/18/2014 02:00:00 PM +0000,47.614101,-122.345574,"(47.614101, -122.345574)",F140038740
820 Lakeside Av S,Wires Down,04/03/2014 12:52:00 PM +0000,47.595496,-122.287778,"(47.595496, -122.287778)",F140033040
50th Av S / S Dakota St,Wires Down,04/01/2014 07:32:00 PM +0000,47.566471,-122.270742,"(47.566471, -122.270742)",F140032350
West Viewmont Way W / 42nd Av W,Wires Down,03/21/2014 05:05:00 PM +0000,47.651833,-122.410377,"(47.651833, -122.410377)",F140028448
Seneca St / Harvard Av,Wires Down,03/20/2014 03:04:00 PM +0000,47.612736,-122.322086,"(47.612736, -122.322086)",F140027997
3716 Woodlawn Av N,Wires Down,03/14/2014 09:02:00 PM +0000,47.652097,-122.338695,"(47.652097, -122.338695)",F140026164
4308 4th Av Ne,Wires Down,03/12/2014 12:47:00 AM +0000,47.659032,-122.32407,"(47.659032, -122.32407)",F140025191
8714 18th Av Nw,Wires Down,03/08/2014 04:29:00 PM +0000,47.692524,-122.380023,"(47.692524, -122.380023)",F140023949
Sw Holden St / Highland Park Way Sw,Wires Down,03/06/2014 09:10:00 PM +0000,47.53374,-122.347059,"(47.53374, -122.347059)",F140023277
Sw Holden St / Highland Park Way Sw,Wires Down,03/06/2014 09:10:00 PM +0000,47.53374,-122.347059,"(47.53374, -122.347059)",F140023277
9656 Beacon Av S,Wires Down,03/05/2014 06:44:00 PM +0000,47.5148,-122.274066,"(47.5148, -122.274066)",F140022834
6557 48th Av Ne,Wires Down,03/03/2014 08:39:00 PM +0000,47.676121,-122.276887,"(47.676121, -122.276887)",F140022234
Pike St / 7th Av,Wires Down,02/28/2014 05:50:00 PM +0000,47.611606,-122.333354,"(47.611606, -122.333354)",F140021114
115 Ne 91st St,Wires Down,02/22/2014 01:34:00 PM +0000,47.694995,-122.328218,"(47.694995, -122.328218)",F140019260
Minor Av / Madison St,Wires Down,02/20/2014 06:36:00 PM +0000,47.609802,-122.324029,"(47.609802, -122.324029)",F140018598
13th Av S / S Brandon St,Wires Down,02/19/2014 09:44:00 PM +0000,47.554193,-122.316133,"(47.554193, -122.316133)",F140018355
Rainier Av S / S Keppler St,Wires Down,02/19/2014 03:49:00 AM +0000,47.517564,-122.254923,"(47.517564, -122.254923)",F140018037
Corliss Av N / N Northlake Way,Wires Down,02/18/2014 10:00:00 PM +0000,47.649905,-122.331329,"(47.649905, -122.331329)",F140017915
13254 Riviera Pl Ne,Wires Down,02/17/2014 11:23:00 AM +0000,47.725871,-122.280598,"(47.725871, -122.280598)",F140017483
11706 26th Av Ne,Wires Down,02/16/2014 03:45:00 AM +0000,47.714168,-122.300316,"(47.714168, -122.300316)",F140017072
7528 Roosevelt Way Ne,Wires Down,02/14/2014 03:49:00 PM +0000,47.6839,-122.317504,"(47.6839, -122.317504)",F140016489
13th Av W / Gilman Dr W,Wires Down,02/09/2014 07:37:00 AM +0000,47.639708,-122.373773,"(47.639708, -122.373773)",F140014566
9th Av Ne / Ne 50th St,Wires Down,01/21/2014 03:38:00 PM +0000,47.664944,-122.318438,"(47.664944, -122.318438)",F140007653
E Denny Way / 18th Av,Wires Down,01/21/2014 02:59:00 AM +0000,47.61851,-122.308832,"(47.61851, -122.308832)",F140007515
N 97th St / Greenwood Av N,Wires Down,01/19/2014 03:01:00 AM +0000,47.69965,-122.355396,"(47.69965, -122.355396)",F140006803
6633 Sw Admiral Way,Wires Down,01/12/2014 11:54:00 PM +0000,47.575974,-122.417176,"(47.575974, -122.417176)",F140004347
8th Av S / S Elmgrove St,Wires Down,01/12/2014 02:49:00 AM +0000,47.530527,-122.322848,"(47.530527, -122.322848)",F140004072
East Marginal Way S / S Lucile St,Wires Down,01/11/2014 10:31:00 PM +0000,47.55344,-122.337026,"(47.55344, -122.337026)",F140003986
AURORA AV N / MCGRAW ST,Wires Down,01/11/2014 10:22:00 PM +0000,47.639592,-122.345685,"(47.639592, -122.345685)",F140003972
1st Av W / W Highland Dr,Wires Down,01/11/2014 07:57:00 PM +0000,47.629577,-122.357919,"(47.629577, -122.357919)",F140003917
6125 Sand Point Way Ne,Wires Down,01/11/2014 04:37:00 PM +0000,47.67301,-122.266863,"(47.67301, -122.266863)",F140003853
6125 SAND POINT WAY NE,Wires Down,01/11/2014 04:37:00 PM +0000,47.67301,-122.266863,"(47.67301, -122.266863)",F140003852
8821 13th Av Sw,Wires Down,01/10/2014 04:44:00 PM +0000,47.524678,-122.351731,"(47.524678, -122.351731)",F140003485
2837 Franklin Av E,Wires Down,01/07/2014 01:48:00 AM +0000,47.645695,-122.324422,"(47.645695, -122.324422)",F140002212
1st Av / University St,Wires Down,01/06/2014 04:01:00 PM +0000,47.606835,-122.338197,"(47.606835, -122.338197)",F140001729
10th Av E / E Shelby St,Wires Down,01/04/2014 06:31:00 PM +0000,47.64692,-122.319587,"(47.64692, -122.319587)",F140001138
5418 25th Av Sw,Wires Down,01/03/2014 07:09:00 AM +0000,47.553567,-122.364302,"(47.553567, -122.364302)",F140000730
1802 FRANKLIN AV E,Wires Down,12/23/2013 05:29:00 PM +0000,47.634875,-122.324103,"(47.634875, -122.324103)",F130128257
316 N 49th St,Wires Down,12/21/2013 05:44:00 AM +0000,47.664308,-122.355179,"(47.664308, -122.355179)",F130127450
51st Av Sw / Sw Genesee St,Wires Down,12/14/2013 09:56:00 PM +0000,47.564813,-122.397521,"(47.564813, -122.397521)",F130125109
1550 Ne 90th St,Wires Down,12/12/2013 10:53:00 PM +0000,47.693973,-122.311483,"(47.693973, -122.311483)",F130124478
8th Av S / S Jackson St,Wires Down,12/11/2013 05:44:00 AM +0000,47.599186,-122.322445,"(47.599186, -122.322445)",F130123875
521 N 84th St,Wires Down,12/08/2013 04:35:00 AM +0000,47.689836,-122.352316,"(47.689836, -122.352316)",F130122561
1240 S Jackson St,Wires Down,12/07/2013 12:45:00 AM +0000,47.599193,-122.3166,"(47.599193, -122.3166)",F130122051
401 BROADWAY,Wires Down,11/21/2013 05:32:00 AM +0000,47.605227,-122.320749,"(47.605227, -122.320749)",F130116796
2722 Harvard Av E,Wires Down,11/16/2013 07:59:00 AM +0000,47.644732,-122.322108,"(47.644732, -122.322108)",F130115254
Ne 123rd St / Sand Point Way Ne,Wires Down,11/11/2013 06:35:00 PM +0000,47.717369,-122.283907,"(47.717369, -122.283907)",F130113702
Ne 75th St / Roosevelt Way Ne,Wires Down,11/09/2013 01:28:00 AM +0000,47.683111,-122.31749,"(47.683111, -122.31749)",F130112810
2014 Ne 70th St,Wires Down,11/08/2013 05:58:00 AM +0000,47.679429,-122.306411,"(47.679429, -122.306411)",F130112533
2602 28th Av W,Wires Down,11/07/2013 04:51:00 PM +0000,47.643472,-122.392951,"(47.643472, -122.392951)",F130112281
10400 Riviera Pl Ne,Wires Down,11/03/2013 05:07:00 AM +0000,47.705145,-122.275115,"(47.705145, -122.275115)",F130110768
Ravenna Av Ne / Ne 95th St,Wires Down,11/02/2013 09:15:00 PM +0000,47.697564,-122.304891,"(47.697564, -122.304891)",F130110585
57th Av S / S Fletcher St,Wires Down,11/02/2013 07:36:00 PM +0000,47.518993,-122.26164,"(47.518993, -122.26164)",F130110535
Ballard Av Nw / Nw Ione Pl,Wires Down,11/02/2013 06:57:00 PM +0000,47.665105,-122.381662,"(47.665105, -122.381662)",F130110511
14th Av Sw / Sw Holly St,Wires Down,11/02/2013 06:52:00 PM +0000,47.542839,-122.352613,"(47.542839, -122.352613)",F130110508
15th Av W / W Bertona St,Wires Down,11/02/2013 06:41:00 PM +0000,47.650341,-122.376306,"(47.650341, -122.376306)",F130110500
5814 17th Av Ne,Wires Down,11/02/2013 06:07:00 PM +0000,47.671393,-122.309631,"(47.671393, -122.309631)",F130110477
1912 Ne 127th St,Wires Down,11/02/2013 06:00:00 PM +0000,47.721218,-122.308873,"(47.721218, -122.308873)",F130110471
10604 Riviera Pl Ne,Wires Down,11/02/2013 05:32:00 PM +0000,47.707007,-122.27527,"(47.707007, -122.27527)",F130110451
Nw 130th St / 6th Av Nw,Wires Down,11/02/2013 05:13:00 PM +0000,47.723275,-122.363652,"(47.723275, -122.363652)",F130110444
1203 Ne 100th St,Wires Down,11/02/2013 05:09:00 PM +0000,47.701269,-122.314945,"(47.701269, -122.314945)",F130110440
158 Power Av,Wires Down,11/02/2013 05:05:00 PM +0000,47.60221,-122.287134,"(47.60221, -122.287134)",F130110437
26th Av E / E Mercer St,Wires Down,11/02/2013 04:19:00 PM +0000,47.62437,-122.298766,"(47.62437, -122.298766)",F130110404
Ne 117th St / 8th Av Ne,Wires Down,11/02/2013 04:19:00 PM +0000,47.714029,-122.3207,"(47.714029, -122.3207)",F130110405
7523 43rd Av S,Wires Down,11/02/2013 02:44:00 PM +0000,47.534783,-122.279237,"(47.534783, -122.279237)",F130110379
6210 Wilson Av S,Wires Down,11/01/2013 10:28:00 AM +0000,47.547052,-122.263494,"(47.547052, -122.263494)",F130109989
BELLEVUE AV / E OLIVE WAY,Wires Down,10/31/2013 10:11:00 PM +0000,47.617077,-122.32682,"(47.617077, -122.32682)",F130109749
Ne 95th St / 15th Av Ne,Wires Down,10/21/2013 05:55:00 PM +0000,47.697616,-122.312078,"(47.697616, -122.312078)",F130106178
Ne 50th St / Thackeray Pl Ne,Wires Down,10/02/2013 08:00:00 PM +0000,47.664991,-122.326126,"(47.664991, -122.326126)",F130099906
4138 Sunnyside Av N,Wires Down,10/02/2013 04:16:00 PM +0000,47.657165,-122.330222,"(47.657165, -122.330222)",F130099817
26th Av Nw / Nw 70th St,Wires Down,09/30/2013 11:30:00 PM +0000,47.67948,-122.389754,"(47.67948, -122.389754)",F130099237
11357 36th Av Ne,Wires Down,09/30/2013 07:23:00 AM +0000,47.711233,-122.289331,"(47.711233, -122.289331)",F130098963
E Republican St / 20th Av E,Wires Down,09/29/2013 01:20:00 AM +0000,47.623209,-122.30601,"(47.623209, -122.30601)",F130098499
California Av Sw / Ferry Av Sw,Wires Down,09/29/2013 12:52:00 AM +0000,47.586167,-122.386345,"(47.586167, -122.386345)",F130098490
3623 27th Av S,Wires Down,09/29/2013 12:05:00 AM +0000,47.570982,-122.297807,"(47.570982, -122.297807)",F130098465
20th Av E / E Lynn St,Wires Down,09/28/2013 11:53:00 PM +0000,47.639543,-122.305532,"(47.639543, -122.305532)",F130098457
1665 Aurora Av N,Wires Down,09/28/2013 07:34:00 PM +0000,47.639081,-122.345556,"(47.639081, -122.345556)",F130098352
1660 Aurora Av N,Wires Down,09/28/2013 07:28:00 PM +0000,47.633894,-122.343404,"(47.633894, -122.343404)",F130098349
Flora Av S / S Myrtle St,Wires Down,09/28/2013 04:33:00 PM +0000,47.539432,-122.321545,"(47.539432, -122.321545)",F130098298
Minor Av E / E Louisa St,Wires Down,09/23/2013 12:35:00 AM +0000,47.642031,-122.328353,"(47.642031, -122.328353)",F130096323
600 7th Av,Wires Down,09/21/2013 01:56:00 AM +0000,47.604625,-122.32697,"(47.604625, -122.32697)",F130095656
36th Av Ne / Ne 82nd St,Wires Down,09/10/2013 01:44:00 AM +0000,47.688437,-122.289434,"(47.688437, -122.289434)",F130091508
2026 S HILL ST,Wires Down,09/06/2013 03:30:00 PM +0000,47.58452,-122.306509,"(47.58452, -122.306509)",F130090241
3rd Av Nw / Nw 125th St,Wires Down,09/05/2013 04:02:00 PM +0000,47.719635,-122.360957,"(47.719635, -122.360957)",F130089847
7520 31st Av Ne,Wires Down,09/05/2013 03:29:00 PM +0000,47.683187,-122.294772,"(47.683187, -122.294772)",F130089821
1731 4th Av S,Wires Down,08/29/2013 12:56:00 PM +0000,47.587905,-122.329053,"(47.587905, -122.329053)",F130087177
6744 40th Av S,Wires Down,08/21/2013 11:16:00 PM +0000,47.542054,-122.282629,"(47.542054, -122.282629)",F130084347
4218 34th Av S,Wires Down,08/16/2013 02:48:00 AM +0000,47.564918,-122.290691,"(47.564918, -122.290691)",F130082197
10110 Greenwood Av N,Wires Down,08/03/2013 01:23:00 PM +0000,47.702252,-122.355423,"(47.702252, -122.355423)",F130077428
14341 Stone Av N,Wires Down,08/03/2013 12:50:00 AM +0000,47.732782,-122.342377,"(47.732782, -122.342377)",F130077254
1199 N 44th St,Wires Down,08/02/2013 11:08:00 PM +0000,47.659959,-122.343794,"(47.659959, -122.343794)",F130077224
2200 Alki Av Sw,Wires Down,07/14/2013 10:49:00 PM +0000,47.584812,-122.399559,"(47.584812, -122.399559)",F130069911
3608 Lakewood Av S,Wires Down,07/11/2013 11:35:00 PM +0000,47.571522,-122.281662,"(47.571522, -122.281662)",F130068714
12015 11th Av Nw,Wires Down,07/09/2013 10:40:00 AM +0000,47.716062,-122.370241,"(47.716062, -122.370241)",F130067809
18th Av / E Howell St,Wires Down,07/06/2013 06:11:00 PM +0000,47.617607,-122.308833,"(47.617607, -122.308833)",F130066835
628 36th Av,Wires Down,07/05/2013 12:24:00 AM +0000,47.607318,-122.287221,"(47.607318, -122.287221)",F130066003
525 28th Av S,Wires Down,07/01/2013 02:56:00 AM +0000,47.597874,-122.296281,"(47.597874, -122.296281)",F130064420
Ne 86th St / 15th Av Ne,Wires Down,06/29/2013 12:08:00 AM +0000,47.69125,-122.312212,"(47.69125, -122.312212)",F130063454
3548 S Morgan St,Wires Down,06/27/2013 12:41:00 AM +0000,47.5443,-122.287538,"(47.5443, -122.287538)",F130062584
3533 Sw Southern St,Wires Down,06/25/2013 02:37:00 PM +0000,47.529748,-122.377072,"(47.529748, -122.377072)",F130062023
7331 Alonzo Av Nw,Wires Down,06/21/2013 12:54:00 AM +0000,47.681983,-122.374666,"(47.681983, -122.374666)",F130060383
Loyal Way Nw / 29th Av Nw,Wires Down,06/16/2013 05:53:00 PM +0000,47.687615,-122.394387,"(47.687615, -122.394387)",F130058806
17th Av / E Denny Way,Wires Down,05/30/2013 06:44:00 AM +0000,47.618513,-122.310138,"(47.618513, -122.310138)",F130052032
1715 37th Av,Wires Down,05/28/2013 07:39:00 PM +0000,47.616628,-122.285916,"(47.616628, -122.285916)",F130051481
N 85th St / Stone Av N,Wires Down,05/25/2013 04:14:00 AM +0000,47.690538,-122.341296,"(47.690538, -122.341296)",F130050361
9702 57th Av S,Wires Down,05/21/2013 11:35:00 AM +0000,47.515178,-122.262035,"(47.515178, -122.262035)",F130049079
10416 5th Av Ne,Wires Down,05/14/2013 02:08:00 PM +0000,47.704187,-122.323161,"(47.704187, -122.323161)",F130046583
1825 Broadway E,Wires Down,05/14/2013 12:07:00 AM +0000,47.635417,-122.321147,"(47.635417, -122.321147)",F130046381
1825 Broadway E,Wires Down,05/14/2013 12:07:00 AM +0000,47.635417,-122.321147,"(47.635417, -122.321147)",F130046381
Ne 125th St / Roosevelt Way Ne,Wires Down,05/14/2013 12:07:00 AM +0000,47.71945,-122.318134,"(47.71945, -122.318134)",F130046379
9061 Seward Park Av S,Wires Down,05/14/2013 12:04:00 AM +0000,47.521595,-122.264225,"(47.521595, -122.264225)",F130046377
3015 E Spring St,Wires Down,05/13/2013 08:46:00 PM +0000,47.611665,-122.293592,"(47.611665, -122.293592)",F130046311
1728 Alki Av Sw,Wires Down,05/06/2013 02:40:00 AM +0000,47.588151,-122.395692,"(47.588151, -122.395692)",F130043348
5220 20th Av Ne,Wires Down,05/05/2013 06:09:00 AM +0000,47.666629,-122.306496,"(47.666629, -122.306496)",F130043041
5162 S Wallace St,Wires Down,04/24/2013 01:08:00 PM +0000,47.497217,-122.268797,"(47.497217, -122.268797)",F130039104
3644 Courtland Pl S,Wires Down,04/21/2013 03:28:00 AM +0000,47.57118,-122.287194,"(47.57118, -122.287194)",F130037928
32nd Av S / E Yesler Way,Wires Down,04/21/2013 01:05:00 AM +0000,47.601645,-122.291301,"(47.601645, -122.291301)",F130037870
Queen Anne Av N / Roy St,Wires Down,04/20/2013 07:02:00 AM +0000,47.625454,-122.356703,"(47.625454, -122.356703)",F130037636
4869 Rainier Av S,Wires Down,04/19/2013 08:02:00 PM +0000,47.558337,-122.285284,"(47.558337, -122.285284)",F130037444
4873 Rainier Av S,Wires Down,04/19/2013 08:02:00 PM +0000,47.558269,-122.285251,"(47.558269, -122.285251)",F130037443
34th Av W / W Smith St,Wires Down,04/19/2013 04:38:00 AM +0000,47.64117,-122.400985,"(47.64117, -122.400985)",F130037233
26th Av E / E Galer St,Wires Down,04/01/2013 08:29:00 PM +0000,47.632202,-122.299166,"(47.632202, -122.299166)",F130030683
9403 6th Av Sw,Wires Down,03/29/2013 04:53:00 PM +0000,47.519088,-122.342886,"(47.519088, -122.342886)",F130029658
N 43rd St / Wallingford Av N,Wires Down,03/20/2013 05:08:00 PM +0000,47.659152,-122.336208,"(47.659152, -122.336208)",F130026667
Ne Pacific St / 4th Av Ne,Wires Down,03/20/2013 04:46:00 PM +0000,47.65512,-122.32457,"(47.65512, -122.32457)",F130026659
0 Nb Sr509 At 1 Av Bridge S,Wires Down,03/20/2013 02:22:00 PM +0000,47.542241,-122.33422,"(47.542241, -122.33422)",F130026622
2483 55th Av Sw,Wires Down,03/16/2013 10:39:00 PM +0000,47.581551,-122.40262,"(47.581551, -122.40262)",F130025540
2701 1st Av,Wires Down,02/26/2013 03:51:00 AM +0000,47.615802,-122.350616,"(47.615802, -122.350616)",F130019262
4910 GREEN LAKE WAY N,Wires Down,02/11/2013 03:46:00 AM +0000,47.664359,-122.341619,"(47.664359, -122.341619)",F130014187
N 137th St / Midvale Av N,Wires Down,02/09/2013 03:14:00 AM +0000,47.728673,-122.343685,"(47.728673, -122.343685)",F130013487
1817 24th Av,Wires Down,01/23/2013 08:48:00 PM +0000,47.617856,-122.301179,"(47.617856, -122.301179)",F130007973
10738 Bartlett Av Ne,Wires Down,01/09/2013 04:07:00 AM +0000,47.706978,-122.28069,"(47.706978, -122.28069)",F130002641
3051 W Galer St,Wires Down,12/27/2012 04:37:00 AM +0000,47.632268,-122.397041,"(47.632268, -122.397041)",F120122742
4030 Roosevelt Way Ne,Wires Down,12/26/2012 03:32:00 AM +0000,47.656302,-122.317834,"(47.656302, -122.317834)",F120122419
3508 S Oregon St,Wires Down,12/19/2012 09:50:00 PM +0000,47.562821,-122.288727,"(47.562821, -122.288727)",F120120328
Beacon Av S / S Fletcher St,Wires Down,12/17/2012 01:02:00 PM +0000,47.519032,-122.27667,"(47.519032, -122.27667)",F120119439
1005 E Roy St,Wires Down,12/17/2012 03:27:00 AM +0000,47.62535,-122.319986,"(47.62535, -122.319986)",F120119322
2732 6th Av S,Wires Down,12/12/2012 03:10:00 PM +0000,47.579472,-122.325977,"(47.579472, -122.325977)",F120117714
3016 Ne Blakeley St,Wires Down,12/10/2012 04:11:00 PM +0000,47.664432,-122.29529,"(47.664432, -122.29529)",F120117002
3016 Ne Blakeley St,Wires Down,12/10/2012 04:11:00 PM +0000,47.664432,-122.29529,"(47.664432, -122.29529)",F120117003
2847 Nw 70th St,Wires Down,12/05/2012 07:47:00 AM +0000,47.679462,-122.393607,"(47.679462, -122.393607)",F120115042
7th Av S / S Weller St,Wires Down,11/20/2012 01:09:00 AM +0000,47.597511,-122.323757,"(47.597511, -122.323757)",F120110245
3rd Av W / W Florentia St,Wires Down,11/19/2012 09:24:00 PM +0000,47.646897,-122.360735,"(47.646897, -122.360735)",F120110177
3rd Av W / W Florentia St,Wires Down,11/19/2012 09:24:00 PM +0000,47.646897,-122.360735,"(47.646897, -122.360735)",F120110177
300 Nw 56th St,Wires Down,11/18/2012 06:24:00 AM +0000,47.669428,-122.360801,"(47.669428, -122.360801)",F120109653
N 41st St / Stone Way N,Wires Down,10/31/2012 02:14:00 PM +0000,47.656643,-122.342377,"(47.656643, -122.342377)",F120103734
N 39th St / Fremont Av N,Wires Down,10/30/2012 11:33:00 PM +0000,47.65414,-122.349905,"(47.65414, -122.349905)",F120103546
812 Davis Pl S,Wires Down,10/30/2012 06:51:00 PM +0000,47.595706,-122.308831,"(47.595706, -122.308831)",F120103459
Roosevelt Way Ne / Ne 100th St,Wires Down,10/29/2012 05:52:00 PM +0000,47.701288,-122.31769,"(47.701288, -122.31769)",F120103124
18th Av S / S Weller St,Wires Down,10/28/2012 06:34:00 AM +0000,47.597484,-122.308973,"(47.597484, -122.308973)",F120102668
3047 23rd Av W,Wires Down,10/27/2012 02:33:00 AM +0000,47.647013,-122.385964,"(47.647013, -122.385964)",F120102241
1208 E Pike St,Wires Down,10/23/2012 04:15:00 PM +0000,47.614105,-122.316729,"(47.614105, -122.316729)",F120100961
34th Av W / W Smith St,Wires Down,10/22/2012 10:00:00 PM +0000,47.64117,-122.400985,"(47.64117, -122.400985)",F120100744
Ne 100th St / 35th Av Ne,Wires Down,10/20/2012 09:39:00 PM +0000,47.701122,-122.290703,"(47.701122, -122.290703)",F120100107
6920 25th Av Sw,Wires Down,10/19/2012 06:22:00 AM +0000,47.540425,-122.364392,"(47.540425, -122.364392)",F120099595
15TH AV S / S HANFORD ST,Wires Down,10/16/2012 03:02:00 AM +0000,47.575093,-122.31338,"(47.575093, -122.31338)",F120098438
3613 S Juneau St,Wires Down,10/15/2012 11:44:00 PM +0000,47.549756,-122.287122,"(47.549756, -122.287122)",F120098366
3rd Av W / W Barrett St,Wires Down,10/15/2012 02:54:00 AM +0000,47.646653,-122.360895,"(47.646653, -122.360895)",F120098106
Nw 48th St / 9th Av Nw,Wires Down,10/13/2012 05:49:00 PM +0000,47.663655,-122.368611,"(47.663655, -122.368611)",F120097645
38th Av S / S Othello St,Wires Down,10/10/2012 01:35:00 AM +0000,47.537035,-122.284707,"(47.537035, -122.284707)",F120096531
10212 40th Av Sw,Wires Down,10/02/2012 06:27:00 PM +0000,47.511943,-122.383082,"(47.511943, -122.383082)",F120093825
3921 40th Av Sw,Wires Down,10/02/2012 06:22:00 PM +0000,47.569082,-122.382806,"(47.569082, -122.382806)",F120093822
1501 Ne 68th St,Wires Down,09/29/2012 10:43:00 AM +0000,47.67759,-122.311956,"(47.67759, -122.311956)",F120092754
4333 Sw Trenton St,Wires Down,09/27/2012 09:38:00 PM +0000,47.524812,-122.388326,"(47.524812, -122.388326)",F120092151
Ne 105th Pl / 27th Av Ne,Wires Down,09/17/2012 05:52:00 PM +0000,47.705108,-122.29884,"(47.705108, -122.29884)",F120088620
3816 45th Av Sw,Wires Down,09/03/2012 06:05:00 PM +0000,47.570082,-122.389441,"(47.570082, -122.389441)",F120083528
5613 4th Av S,Wires Down,08/28/2012 10:58:00 PM +0000,47.55258,-122.329559,"(47.55258, -122.329559)",F120081397
5900 West Marginal Way Sw,Wires Down,08/18/2012 04:08:00 PM +0000,47.549185,-122.345547,"(47.549185, -122.345547)",F120077718
254 Ne 42nd St,Wires Down,08/17/2012 10:18:00 PM +0000,47.657696,-122.326128,"(47.657696, -122.326128)",F120077459
4th Av W / W Republican St,Wires Down,08/16/2012 04:11:00 PM +0000,47.623296,-122.361944,"(47.623296, -122.361944)",F120076864
3043 S Dawson St,Wires Down,08/15/2012 10:10:00 PM +0000,47.555325,-122.292824,"(47.555325, -122.292824)",F120076618
9061 Seward Park Av S,Wires Down,08/14/2012 04:20:00 AM +0000,47.521595,-122.264225,"(47.521595, -122.264225)",F120075992
8649 39th Av S,Wires Down,08/10/2012 08:26:00 PM +0000,47.524946,-122.283696,"(47.524946, -122.283696)",F120074754
7th Av S / S King St,Wires Down,08/05/2012 09:04:00 PM +0000,47.59835,-122.323754,"(47.59835, -122.323754)",F120072721
Eastlake Av E / E Galer St,Wires Down,07/21/2012 05:34:00 AM +0000,47.632255,-122.326071,"(47.632255, -122.326071)",F120066995
Linden Av N / N 74th St,Wires Down,07/16/2012 03:09:00 PM +0000,47.682569,-122.346384,"(47.682569, -122.346384)",F120065300
2639 NW 57TH ST,Wires Down,07/10/2012 09:45:00 PM +0000,47.67019,-122.390667,"(47.67019, -122.390667)",F120063103
5162 S Wallace St,Wires Down,07/10/2012 11:56:00 AM +0000,47.497217,-122.268797,"(47.497217, -122.268797)",F120062965
940 26th Av,Wires Down,07/04/2012 01:20:00 AM +0000,47.610321,-122.29884,"(47.610321, -122.29884)",F120060646
165 22nd Av,Wires Down,07/03/2012 04:38:00 PM +0000,47.602915,-122.303735,"(47.602915, -122.303735)",F120060470
3244 Ne 89th St,Wires Down,07/02/2012 03:00:00 PM +0000,47.693085,-122.292975,"(47.693085, -122.292975)",F120060104
S Dawson St / 47th Av S,Wires Down,06/27/2012 01:07:00 PM +0000,47.555206,-122.274419,"(47.555206, -122.274419)",F120058419
2359 Hughes Av Sw,Wires Down,06/27/2012 10:53:00 AM +0000,47.582299,-122.399594,"(47.582299, -122.399594)",F120058414
428 Nw 45th St,Wires Down,06/21/2012 11:20:00 PM +0000,47.661461,-122.362495,"(47.661461, -122.362495)",F120056493
7922 Renton Av S,Wires Down,06/21/2012 08:28:00 PM +0000,47.530877,-122.278111,"(47.530877, -122.278111)",F120056435
2840 Nw 93rd St,Wires Down,06/21/2012 05:59:00 AM +0000,47.696781,-122.393169,"(47.696781, -122.393169)",F120056260
3602 E Schubert Pl,Wires Down,06/18/2012 02:08:00 AM +0000,47.617135,-122.287056,"(47.617135, -122.287056)",F120055174
6529 19th Av Ne,Wires Down,06/17/2012 04:51:00 AM +0000,47.675954,-122.307646,"(47.675954, -122.307646)",F120054886
33rd Av W / W Fort St,Wires Down,06/16/2012 09:34:00 PM +0000,47.661312,-122.399454,"(47.661312, -122.399454)",F120054751
E Republican St / Boylston Av E,Wires Down,06/15/2012 06:07:00 AM +0000,47.623136,-122.323058,"(47.623136, -122.323058)",F120054147
Sb I5 At 50,Wires Down,06/12/2012 10:56:00 AM +0000,47.661199,-122.322412,"(47.661199, -122.322412)",F120053105
5457 31st Av Sw,Wires Down,06/09/2012 08:01:00 AM +0000,47.553245,-122.37227,"(47.553245, -122.37227)",F120052047
Linden Av N / N 128th St,Wires Down,06/08/2012 12:01:00 AM +0000,47.722309,-122.348326,"(47.722309, -122.348326)",F120051542
Cherry St / Minor Av,Wires Down,06/04/2012 11:35:00 PM +0000,47.607661,-122.322073,"(47.607661, -122.322073)",F120050581
2109 N 41st St,Wires Down,05/31/2012 03:02:00 PM +0000,47.656753,-122.333783,"(47.656753, -122.333783)",F120049033
Belmont Av / E Pike St,Wires Down,05/31/2012 02:34:00 PM +0000,47.614094,-122.324458,"(47.614094, -122.324458)",F120049030
1413 Belmont Av,Wires Down,05/29/2012 04:09:00 AM +0000,47.613123,-122.324446,"(47.613123, -122.324446)",F120048328
Bellevue Av / E Howell St,Wires Down,05/27/2012 11:19:00 AM +0000,47.61774,-122.326767,"(47.61774, -122.326767)",F120047837
Roosevelt Way Ne / 8th Av Ne,Wires Down,05/26/2012 01:12:00 AM +0000,47.721459,-122.32085,"(47.721459, -122.32085)",F120047312
Ne 145th St / 40th Av Ne,Wires Down,05/26/2012 01:09:00 AM +0000,47.733746,-122.285709,"(47.733746, -122.285709)",F120047310
Broad St / 5th Av N,Wires Down,05/25/2012 05:35:00 PM +0000,47.620716,-122.347603,"(47.620716, -122.347603)",F120047147
