Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
2400 11th Av Sw,Motor Vehicle Incident,01/06/2015 07:15:00 AM +0000,47.584283,-122.350759,"(47.584283, -122.350759)",F150001854
Roosevelt Way N / 1st Av Ne,Motor Vehicle Incident,01/06/2015 01:41:00 AM +0000,47.726116,-122.328878,"(47.726116, -122.328878)",F150001782
3rd Av Sw / Olson Pl Sw,Motor Vehicle Incident,01/05/2015 06:32:00 PM +0000,47.519699,-122.338395,"(47.519699, -122.338395)",F150001617
22nd Av E / E Roanoke St,Motor Vehicle Incident,01/05/2015 06:03:00 PM +0000,47.643161,-122.303776,"(47.643161, -122.303776)",F150001601
17th Av Sw / Sw Roxbury St,Motor Vehicle Incident,01/05/2015 03:37:00 PM +0000,47.517361,-122.356511,"(47.517361, -122.356511)",F150001550
4th Av S / Edgar Martinez Dr S,Motor Vehicle Incident,01/05/2015 01:34:00 PM +0000,47.590311,-122.32905,"(47.590311, -122.32905)",F150001530
5450 Sand Point Way Ne,Motor Vehicle Incident,01/05/2015 04:13:00 AM +0000,47.66825,-122.274662,"(47.66825, -122.274662)",F150001422
35th Av Sw / Fauntleroy Way Sw,Motor Vehicle Incident,01/04/2015 10:17:00 PM +0000,47.565546,-122.376196,"(47.565546, -122.376196)",F150001333
Sb I5 To 85,Motor Vehicle Incident,01/04/2015 07:46:00 PM +0000,47.694435,-122.329495,"(47.694435, -122.329495)",F150001287
15th Av S / 14th Av S,Motor Vehicle Incident,01/04/2015 10:20:00 AM +0000,47.592905,-122.314872,"(47.592905, -122.314872)",F150001199
5020 Rainier Av S,Motor Vehicle Incident,01/04/2015 06:30:00 AM +0000,47.556923,-122.284549,"(47.556923, -122.284549)",F150001149
23rd Av S / Rainier Av S,Motor Vehicle Incident,01/04/2015 02:40:00 AM +0000,47.584542,-122.30291,"(47.584542, -122.30291)",F150001066
M L King Jr Way S / S Walker St,Motor Vehicle Incident,01/04/2015 01:29:00 AM +0000,47.583642,-122.298145,"(47.583642, -122.298145)",F150001048
910 Marion St,Motor Vehicle Incident,01/04/2015 12:24:00 AM +0000,47.607742,-122.326595,"(47.607742, -122.326595)",F150001033
4th Av Ne / Banner Way Ne,Motor Vehicle Incident,01/03/2015 11:48:00 PM +0000,47.686165,-122.324284,"(47.686165, -122.324284)",F150001024
Rainier Av S / S Walden St,Motor Vehicle Incident,01/03/2015 09:18:00 PM +0000,47.572919,-122.294006,"(47.572919, -122.294006)",F150000982
10th Av S / S Jackson St,Motor Vehicle Incident,01/03/2015 07:10:00 PM +0000,47.599184,-122.319639,"(47.599184, -122.319639)",F150000940
Western Av / Columbia St,Motor Vehicle Incident,01/03/2015 07:18:00 AM +0000,47.602804,-122.336044,"(47.602804, -122.336044)",F150000811
23rd Av S / Rainier Av S,Motor Vehicle Incident,01/03/2015 05:02:00 AM +0000,47.584542,-122.30291,"(47.584542, -122.30291)",F150000779
N 38th St / Bridge Way N,Motor Vehicle Incident,01/03/2015 03:31:00 AM +0000,47.652745,-122.345964,"(47.652745, -122.345964)",F150000753
15th Av S / S Dakota St,Motor Vehicle Incident,01/02/2015 11:37:00 PM +0000,47.567243,-122.313462,"(47.567243, -122.313462)",F150000687
Renton Av S / S Henderson St,Motor Vehicle Incident,01/02/2015 08:11:00 PM +0000,47.523312,-122.276403,"(47.523312, -122.276403)",F150000620
800 Nw 85th St,Motor Vehicle Incident,01/01/2015 09:13:00 PM +0000,47.690655,-122.365993,"(47.690655, -122.365993)",F150000283
Taylor Av N / Aloha St,Motor Vehicle Incident,01/01/2015 10:02:00 AM +0000,47.627155,-122.346245,"(47.627155, -122.346245)",F150000101
2nd Av Sw / West Marginal Way Sw,Motor Vehicle Incident,01/01/2015 09:05:00 AM +0000,47.537402,-122.337085,"(47.537402, -122.337085)",F150000059
Olson Pl Sw / Sw Cambridge Pl,Motor Vehicle Incident,01/01/2015 08:50:00 AM +0000,47.518536,-122.339451,"(47.518536, -122.339451)",F150000048
1100 4TH AV,Motor Vehicle Incident,01/01/2015 07:26:00 AM +0000,47.606801,-122.333562,"(47.606801, -122.333562)",F140141894
507 Ne Northgate Way,Motor Vehicle Incident,01/01/2015 02:21:00 AM +0000,47.708594,-122.323211,"(47.708594, -122.323211)",F140141805
3rd Av Nw / Nw 127th St,Motor Vehicle Incident,12/31/2014 09:21:00 PM +0000,47.721449,-122.360954,"(47.721449, -122.360954)",F140141707
55th Av Ne / Ne 70th St,Motor Vehicle Incident,12/31/2014 05:48:00 PM +0000,47.679388,-122.26896,"(47.679388, -122.26896)",F140141644
Montlake Blvd Ne / 25th Av Ne,Motor Vehicle Incident,12/31/2014 06:35:00 AM +0000,47.658982,-122.301139,"(47.658982, -122.301139)",F140141502
Stanley Av S / S Albro Pl,Motor Vehicle Incident,12/31/2014 01:49:00 AM +0000,47.546991,-122.314914,"(47.546991, -122.314914)",F140141418
4th Av S / S Hanford St,Motor Vehicle Incident,12/30/2014 10:10:00 PM +0000,47.575574,-122.329059,"(47.575574, -122.329059)",F140141348
M L King Jr Way S / Merton Way S,Motor Vehicle Incident,12/30/2014 07:17:00 PM +0000,47.516888,-122.279154,"(47.516888, -122.279154)",F140141282
Ne 90th St / Lake City Way Ne,Motor Vehicle Incident,12/30/2014 06:42:00 PM +0000,47.693931,-122.30552,"(47.693931, -122.30552)",F140141261
37th Av Ne / Ne 75th St,Motor Vehicle Incident,12/30/2014 04:10:00 PM +0000,47.683046,-122.288367,"(47.683046, -122.288367)",F140141219
Greenwood Av N / N 85th St,Motor Vehicle Incident,12/30/2014 02:16:00 AM +0000,47.690595,-122.355302,"(47.690595, -122.355302)",F140141059
N 127th St / Aurora Av N,Motor Vehicle Incident,12/30/2014 01:32:00 AM +0000,47.721392,-122.344957,"(47.721392, -122.344957)",F140141037
1st Av / Bell St,Motor Vehicle Incident,12/29/2014 11:21:00 PM +0000,47.613375,-122.346513,"(47.613375, -122.346513)",F140140984
11726 Aurora Av N,Motor Vehicle Incident,12/29/2014 10:02:00 PM +0000,47.714927,-122.344856,"(47.714927, -122.344856)",F140140944
N 117th Pl / Aurora Av N,Motor Vehicle Incident,12/29/2014 09:26:00 PM +0000,47.714777,-122.344853,"(47.714777, -122.344853)",F140140932
15th Av W / W Emerson St,Motor Vehicle Incident,12/29/2014 03:26:00 AM +0000,47.653993,-122.376215,"(47.653993, -122.376215)",F140140715
8th Av Sw / Sw Roxbury St,Motor Vehicle Incident,12/29/2014 03:23:00 AM +0000,47.517303,-122.345423,"(47.517303, -122.345423)",F140140711
Roosevelt Way Ne / Ne Northgate Way,Motor Vehicle Incident,12/29/2014 12:47:00 AM +0000,47.708561,-122.317852,"(47.708561, -122.317852)",F140140656
Greenwood Av N / N 39th St,Motor Vehicle Incident,12/28/2014 11:46:00 PM +0000,47.654153,-122.355487,"(47.654153, -122.355487)",F140140640
22nd Av / E Alder St,Motor Vehicle Incident,12/28/2014 02:02:00 AM +0000,47.604328,-122.303732,"(47.604328, -122.303732)",F140140379
S Graham St / M L King Jr Way S,Motor Vehicle Incident,12/28/2014 12:32:00 AM +0000,47.546057,-122.285631,"(47.546057, -122.285631)",F140140358
Convention Pl / Pike St,Motor Vehicle Incident,12/28/2014 12:14:00 AM +0000,47.612535,-122.331134,"(47.612535, -122.331134)",F140140352
2nd Av / Broad St,Motor Vehicle Incident,12/27/2014 09:14:00 PM +0000,47.617584,-122.351646,"(47.617584, -122.351646)",F140140303
Queen Anne Av N / Mercer St,Motor Vehicle Incident,12/27/2014 07:02:00 PM +0000,47.624583,-122.356709,"(47.624583, -122.356709)",F140140265
34th Av S / S Mcclellan St,Motor Vehicle Incident,12/27/2014 08:03:00 AM +0000,47.578341,-122.289795,"(47.578341, -122.289795)",F140140152
Nw Market St / 3rd Av Nw,Motor Vehicle Incident,12/27/2014 12:55:00 AM +0000,47.66692,-122.360801,"(47.66692, -122.360801)",F140140032
Ne Northgate Way / 5th Av Ne,Motor Vehicle Incident,12/27/2014 12:25:00 AM +0000,47.708594,-122.323275,"(47.708594, -122.323275)",F140140019
Sb I5 At 85,Motor Vehicle Incident,12/26/2014 10:03:00 PM +0000,47.68711,-122.327006,"(47.68711, -122.327006)",F140139987
N 105th St / Greenwood Av N,Motor Vehicle Incident,12/26/2014 09:53:00 PM +0000,47.705084,-122.355453,"(47.705084, -122.355453)",F140139984
5244 Rainier Av S,Motor Vehicle Incident,12/26/2014 05:55:00 PM +0000,47.554817,-122.282258,"(47.554817, -122.282258)",F140139922
25th Av S / S Plum St,Motor Vehicle Incident,12/26/2014 01:22:00 PM +0000,47.585484,-122.300319,"(47.585484, -122.300319)",F140139863
Ne 125th St / 35th Av Ne,Motor Vehicle Incident,12/26/2014 01:56:00 AM +0000,47.719253,-122.290784,"(47.719253, -122.290784)",F140139752
4TH AV S / S ROYAL BROUGHAM WAY,Motor Vehicle Incident,12/25/2014 02:48:00 AM +0000,47.592394,-122.329049,"(47.592394, -122.329049)",F140139454
15th Av Nw / Nw 60th St,Motor Vehicle Incident,12/24/2014 05:53:00 PM +0000,47.67236,-122.376211,"(47.67236, -122.376211)",F140139306
Broadway E / E Olive Way,Motor Vehicle Incident,12/24/2014 02:49:00 PM +0000,47.619908,-122.320873,"(47.619908, -122.320873)",F140139259
Broadway E / E Olive Way,Motor Vehicle Incident,12/24/2014 02:49:00 PM +0000,47.619908,-122.320873,"(47.619908, -122.320873)",F140139258
15th Av W / W Emerson St,Motor Vehicle Incident,12/24/2014 02:00:00 PM +0000,47.653993,-122.376215,"(47.653993, -122.376215)",F140139242
750 Belmont Av E,Motor Vehicle Incident,12/24/2014 06:57:00 AM +0000,47.625612,-122.324484,"(47.625612, -122.324484)",F140139168
E Union St / 23rd Av,Motor Vehicle Incident,12/24/2014 05:38:00 AM +0000,47.612941,-122.30271,"(47.612941, -122.30271)",F140139146
Sand Point Way Ne / Ne 110th St,Motor Vehicle Incident,12/24/2014 04:13:00 AM +0000,47.708905,-122.280172,"(47.708905, -122.280172)",F140139126
Rainier Av S / 23rd Av S,Motor Vehicle Incident,12/24/2014 03:28:00 AM +0000,47.584542,-122.30291,"(47.584542, -122.30291)",F140139118
S Genesee St / Rainier Av S,Motor Vehicle Incident,12/24/2014 03:26:00 AM +0000,47.564095,-122.288186,"(47.564095, -122.288186)",F140139116
S Holly Park Dr / M L King Jr Way S,Motor Vehicle Incident,12/24/2014 02:27:00 AM +0000,47.536203,-122.280972,"(47.536203, -122.280972)",F140139096
N 49th St / Aurora Av N,Motor Vehicle Incident,12/24/2014 01:45:00 AM +0000,47.66428,-122.34718,"(47.66428, -122.34718)",F140139081
9845 M L King Jr Way S,Motor Vehicle Incident,12/24/2014 01:29:00 AM +0000,47.512972,-122.278869,"(47.512972, -122.278869)",F140139074
Ne Northgate Way / 15th Av Ne,Motor Vehicle Incident,12/24/2014 01:23:00 AM +0000,47.708528,-122.31243,"(47.708528, -122.31243)",F140139071
S Kenyon St / Renton Av S,Motor Vehicle Incident,12/24/2014 01:08:00 AM +0000,47.531543,-122.278304,"(47.531543, -122.278304)",F140139061
Eb Wsea Frwy To 1,Motor Vehicle Incident,12/24/2014 12:07:00 AM +0000,47.57151,-122.337962,"(47.57151, -122.337962)",F140139040
1118 5th Av,Motor Vehicle Incident,12/24/2014 12:00:00 AM +0000,47.60739,-122.332564,"(47.60739, -122.332564)",F140139036
